2026-06-30 14:49:16.796 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:22.606 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:23.114 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:23.155 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:23.165 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:23.667 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:23.677 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:24.135 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:24.165 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:24.653 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:24.663 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:25.167 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:25.184 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:25.195 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:25.674 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:25.684 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:26.205 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:26.215 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:26.712 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:26.725 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:27.179 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:27.189 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:49:27.638 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:49:27.651 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:07.622 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:07.657 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:08.368 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:08.383 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:08.839 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:08.851 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:09.291 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:09.302 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:09.833 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:09.848 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:09.859 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:10.354 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:10.365 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:10.955 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:10.971 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:11.542 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:11.552 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:12.059 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:12.069 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:12.738 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:12.761 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:13.320 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:13.333 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:13.869 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:13.886 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:14.391 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:14.430 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:14.462 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:14.943 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:14.968 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:15.488 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:15.500 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:15.972 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:15.981 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:16.445 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:16.475 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:16.485 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:17.053 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:17.067 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:17.967 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:17.978 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:18.461 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:18.479 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:19.030 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:19.049 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:50:19.559 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:50:19.572 | ERROR    | app.main:unhandled_exception_handler:79 - Unhandled exception on POST /api/v1/auth/register: password cannot be longer than 72 bytes, truncate manually if necessary (e.g. my_password[:72])
2026-06-30 14:52:37.054 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:37.322 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:37.360 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:37.598 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:37.601 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/auth/register: An account with this email already exists.
2026-06-30 14:52:37.614 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:37.813 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:38.018 | INFO     | app.services.auth_service:authenticate_user:38 - User logged in: asha@example.com
2026-06-30 14:52:38.030 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:38.241 | INFO     | app.services.auth_service:register_user:27 - Registered new user: asha@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:38.440 | WARNING  | app.services.auth_service:authenticate_user:35 - Failed login attempt for email: asha@example.com
2026-06-30 14:52:38.441 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/auth/login: Invalid email or password.
2026-06-30 14:52:38.449 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:38.462 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:38.666 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:38.688 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:38.893 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:38.931 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:39.153 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:52:39.160 | INFO     | app.services.alert_service:generate_alerts_for_active_hotspots:60 - Generated 0 municipality alert(s) from 0 high-risk hotspots.
2026-06-30 14:52:39.174 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:39.374 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:39.392 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:39.594 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:39.793 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:52:39.806 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092239_c91dbbe515.jpg (690 bytes)
2026-06-30 14:52:39.807 | WARNING  | app.ai.yolo_detector:_load_model:24 - YOLOv8 weights not found at 'ml\pollution_yolov8.pt'. Running pollution detector in MOCK MODE - see app/ai/yolo_detector.py.
2026-06-30 14:52:39.814 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092239_c91dbbe515.jpg
2026-06-30 14:52:39.819 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: garbage_burning (0.86 confidence, mock=True)
2026-06-30 14:52:39.830 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092239_d884bdbd9d.jpg (690 bytes)
2026-06-30 14:52:39.833 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092239_d884bdbd9d.jpg
2026-06-30 14:52:39.837 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #2 by user 1: industrial_smoke (0.68 confidence, mock=True)
2026-06-30 14:52:39.846 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092239_b3413487fe.jpg (690 bytes)
2026-06-30 14:52:39.849 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092239_b3413487fe.jpg
2026-06-30 14:52:39.851 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #3 by user 1: industrial_smoke (0.70 confidence, mock=True)
2026-06-30 14:52:39.857 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092239_2cfb1552eb.jpg (690 bytes)
2026-06-30 14:52:39.859 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092239_2cfb1552eb.jpg
2026-06-30 14:52:39.861 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #4 by user 1: garbage_burning (0.89 confidence, mock=True)
2026-06-30 14:52:39.868 | INFO     | app.ai.hotspot_detector:detect_hotspots:103 - DBSCAN found 1 hotspot(s) from 4 reports.
2026-06-30 14:52:39.873 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 1 hotspot(s) from 4 reports in last 14d.
2026-06-30 14:52:39.886 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:40.087 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:40.321 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:52:40.327 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092240_2361084bea.jpg (690 bytes)
2026-06-30 14:52:40.330 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092240_2361084bea.jpg
2026-06-30 14:52:40.334 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: garbage_burning (0.92 confidence, mock=True)
2026-06-30 14:52:40.342 | INFO     | app.ai.hotspot_detector:detect_hotspots:74 - Not enough reports (1) to form a hotspot (need >= 3).
2026-06-30 14:52:40.344 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 0 hotspot(s) from 1 reports in last 14d.
2026-06-30 14:52:40.358 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:40.591 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:40.887 | INFO     | app.services.auth_service:register_user:27 - Registered new user: admin@example.com (role=UserRole.MUNICIPALITY_ADMIN)
2026-06-30 14:52:40.894 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092240_1cf577c5a6.jpg (690 bytes)
2026-06-30 14:52:40.897 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092240_1cf577c5a6.jpg
2026-06-30 14:52:40.901 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: garbage_burning (0.89 confidence, mock=True)
2026-06-30 14:52:40.907 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092240_7d55eaa6ee.jpg (690 bytes)
2026-06-30 14:52:40.909 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092240_7d55eaa6ee.jpg
2026-06-30 14:52:40.911 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #2 by user 1: industrial_smoke (0.87 confidence, mock=True)
2026-06-30 14:52:40.917 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092240_4ca37108a7.jpg (690 bytes)
2026-06-30 14:52:40.918 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092240_4ca37108a7.jpg
2026-06-30 14:52:40.920 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #3 by user 1: dust (0.74 confidence, mock=True)
2026-06-30 14:52:40.926 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092240_27b60cec52.jpg (690 bytes)
2026-06-30 14:52:40.928 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092240_27b60cec52.jpg
2026-06-30 14:52:40.930 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #4 by user 1: smoke (0.89 confidence, mock=True)
2026-06-30 14:52:40.937 | INFO     | app.ai.hotspot_detector:detect_hotspots:103 - DBSCAN found 1 hotspot(s) from 4 reports.
2026-06-30 14:52:40.940 | INFO     | app.services.hotspot_service:generate_hotspots:72 - Generated 1 hotspot(s) from 4 reports in last 14d.
2026-06-30 14:52:40.959 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:41.183 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:41.188 | WARNING  | app.services.weather_service:fetch_current_air_quality:25 - OPENWEATHER_API_KEY not set - returning mock air quality data.
2026-06-30 14:52:41.191 | WARNING  | app.ai.aqi_predictor:_load_model:31 - AQI model not found at 'ml\model.pkl'. Run `python ml/train.py` to train one. Falling back to heuristic mock prediction.
2026-06-30 14:52:41.198 | INFO     | app.services.prediction_service:predict_for_location:46 - Predicted AQI=112.3 (risk=moderate) for (22.5726, 88.3639)
2026-06-30 14:52:41.211 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:41.224 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:41.462 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:41.502 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:41.774 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:41.783 | WARNING  | app.services.weather_service:fetch_current_air_quality:25 - OPENWEATHER_API_KEY not set - returning mock air quality data.
2026-06-30 14:52:41.797 | INFO     | app.services.prediction_service:predict_for_location:46 - Predicted AQI=78.7 (risk=low) for (22.5726, 88.3639)
2026-06-30 14:52:41.821 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:42.059 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:42.066 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092242_96b984be97.jpg (690 bytes)
2026-06-30 14:52:42.069 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092242_96b984be97.jpg
2026-06-30 14:52:42.075 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: construction_dust (0.77 confidence, mock=True)
2026-06-30 14:52:42.093 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:42.314 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:42.319 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on POST /api/v1/reports/upload: Unsupported file type 'text/plain'. Allowed types: image/jpeg, image/png, image/webp.
2026-06-30 14:52:42.342 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:42.370 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:42.626 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:42.635 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092242_5c7cf72fa5.jpg (690 bytes)
2026-06-30 14:52:42.638 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092242_5c7cf72fa5.jpg
2026-06-30 14:52:42.643 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: construction_dust (0.91 confidence, mock=True)
2026-06-30 14:52:42.680 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:42.909 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:42.918 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092242_e13a7e1552.jpg (690 bytes)
2026-06-30 14:52:42.920 | DEBUG    | app.ai.image_preprocessing:save_image:70 - Saved processed image to app\uploads\processed\20260630092242_e13a7e1552.jpg
2026-06-30 14:52:42.924 | INFO     | app.services.report_service:create_report_with_detection:71 - Created report #1 by user 1: construction_dust (0.73 confidence, mock=True)
2026-06-30 14:52:42.944 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:43.222 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:43.231 | WARNING  | app.main:domain_validation_exception_handler:54 - ValidationError on GET /api/v1/reports/99999: Report 99999 not found.
2026-06-30 14:52:43.251 | INFO     | app.main:on_startup:91 - EcoVision AI starting up in 'development' mode.
2026-06-30 14:52:43.500 | INFO     | app.services.auth_service:register_user:27 - Registered new user: citizen@example.com (role=UserRole.CITIZEN)
2026-06-30 14:52:43.510 | INFO     | app.services.upload_service:save_uploaded_image:34 - Saved uploaded image to app\uploads\original\20260630092243_a20d4f240c.jpg (690 bytes)
